Strike ID,Country,Date (MM-DD-YYYY),President,Most Specific Location,Most Specific Lat/Long,Latitude,Longitude,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Ratio of Civilians to Total Killed,Other (Non-civilian/children Killed),,,,,,,,,,,,,,,,,,,
AFG160,Afghanistan ,02-01-2016,Obama,"Paktika, Afghanistan","32.264538,68.524714",32.264538,68.524714,19,19,0,0,0,0,0,0,19,,,,,,,,,,,,,,,,,,,
AFG309,Afghanistan ,02-01-2017,Trump,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,2,12,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,
Ob65,Pakistan,02-02-2010,Obama,"Toor Narai, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,23,24,0,0,0,0,0,0,24,,,,,,,,,,,,,,,,,,,
Ob68,Pakistan,02-02-2010,Obama,"Pai Khel, North Waziristan, Pakistan","32.971734,69.839638",32.971734,69.839638,9,9,5,5,0,0,0,0.555555556,4,,,,,,,,,,,,,,,,,,,
Ob66,Pakistan,02-02-2010,Obama,"Deegan, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Ob67,Pakistan,02-02-2010,Obama,"Mohammad Khel, North Waziristan, Pakistan","32.957056,69.885054",32.957056,69.885054,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM181,Yemen,02-02-2015,Obama,"Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,3,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
AFG161,Afghanistan ,02-02-2016,Obama,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,3,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
AFG310,Afghanistan ,02-02-2017,Trump,"Khost, Afghanistan","33.333847,69.937167",33.333847,69.937167,5,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
AFG440,Afghanistan ,02-02-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM151,Yemen,02-03-2014,Obama,"Mahfed, Abyan, Yemen","14.061619,46.914966",14.061619,46.914966,0,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
AFG015,Afghanistan ,02-03-2015,Obama,"Alishir, Khost, Afghanistan","33.394839,70.044359",33.394839,70.044359,1,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
YEM213,Yemen,02-03-2016,Obama,"Rawda city, Shabwa, Yemen","15.369026,47.027292",15.369026,47.027292,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
YEM214,Yemen,02-03-2016,Obama,"Maraquesha, Abyan, Yemen","13.634341,46.056321",13.634341,46.056321,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG311,Afghanistan ,02-03-2017,Trump,"Achin and Haska Mina, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,21,21,0,0,0,0,6,0,21,,,,,,,,,,,,,,,,,,,
AFG162,Afghanistan ,02-04-2016,Obama,"Daman, Marghay, Bermal, Paktika, Afghanistan","32.746111,69.297777",32.746111,69.297777,10,15,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,
AFG163,Afghanistan ,02-04-2016,Obama,"Shiltan, Shegal, Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG441,Afghanistan ,02-04-2018,Trump,"Badakhshan, Afghanistan","36.734772,70.811995",36.734772,70.811995,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG442,Afghanistan ,02-04-2018,Trump,"Badakhshan, Afghanistan","36.734772,70.811995",36.734772,70.811995,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG164,Afghanistan ,02-05-2016,Obama,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,16,16,0,0,0,0,0,0,16,,,,,,,,,,,,,,,,,,,
Ob312,Pakistan,02-06-2013,Obama,"Spinwam, North Waziristan, Pakistan","33.178889,70.394096",33.178889,70.394096,3,5,0,2,0,0,1,0.4,3,,,,,,,,,,,,,,,,,,,
AFG312,Afghanistan ,02-06-2017,Trump,"Kharko area, Garamser, Helmand, Afghanistan","31.132511,64.212898",31.132511,64.212898,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
AFG313,Afghanistan ,02-06-2017,Trump,"Char Wazi area, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,2,2,0,0,0,0,3,0,2,,,,,,,,,,,,,,,,,,,
SOM084,Somalia,02-06-2018,Trump,"Kunyo Barrow, Lower Shabelle, Somalia","1.876645,44.247901",1.876645,44.247901,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Ob260,Pakistan,02-08-2012,Obama,"Miranshah, North Waziristan, Pakistan","32.956928,70.169394",32.956928,70.169394,9,10,0,0,0,0,2,0,10,,,,,,,,,,,,,,,,,,,
Ob313,Pakistan,02-08-2013,Obama,"Babar Ghar, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,6,9,0,0,0,0,2,0,9,,,,,,,,,,,,,,,,,,,
AFG011,Afghanistan ,02-08-2015,Obama,"Azankarez, Kajak, Helmand, Afghanistan","32.339473,65.143251",32.339473,65.143251,6,8,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
AFG165,Afghanistan ,02-08-2016,Obama,"Bazaar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,11,11,0,0,0,0,2,0,11,,,,,,,,,,,,,,,,,,,
AFG166,Afghanistan ,02-08-2016,Obama,"Nad Ali and Greshk, Helmand, Afghanistan","31.664217,64.266149",31.664217,64.266149,15,15,0,0,0,0,10,0,15,,,,,,,,,,,,,,,,,,,
AFG314,Afghanistan ,02-08-2017,Trump,"Pekhar Khor area and Nari Oba area, Achin and Haska Mena, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,11,11,0,0,0,0,6,0,11,,,,,,,,,,,,,,,,,,,
Ob261,Pakistan,02-09-2012,Obama,"Miranshah, North Waziristan, Pakistan","32.956928,70.169394",32.956928,70.169394,3,8,0,3,0,1,3,0.375,4,,,,,,,,,,,,,,,,,,,
AFG012,Afghanistan ,02-10-2015,Obama,"Khas Kunar, Kunar, Afghanistan","34.643368,71.026004",34.643368,71.026004,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
AFG315,Afghanistan ,02-10-2017,Trump,"Sangin, Helmand, Afghanistan","32.071099,64.852586",32.071099,64.852586,0,68,0,26,0,19,0,0.382352941,23,,,,,,,,,,,,,,,,,,,
AFG013,Afghanistan ,02-11-2015,Obama,"Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",34.118171,70.752529,2,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
AFG167,Afghanistan ,02-11-2016,Obama,"Gomal, Paktika, Afghanistan","32.434829,69.001648",32.434829,69.001648,13,18,0,0,0,0,0,0,18,,,,,,,,,,,,,,,,,,,
AFG316,Afghanistan ,02-11-2017,Trump,"Sangin, Helmand, Afghanistan","32.071099,64.852586",32.071099,64.852586,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM297,Yemen,02-11-2018,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
Ob3,Pakistan,02-14-2009,Obama,"Narsi Khel, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,25,35,1,9,1,1,11,0.257142857,25,,,,,,,,,,,,,,,,,,,
Ob69,Pakistan,02-14-2010,Obama,"Mir Ali, North Waziristan, Pakistan","32.970019,70.277584",32.970019,70.277584,5,7,0,0,0,0,4,0,7,,,,,,,,,,,,,,,,,,,
Ob70,Pakistan,02-15-2010,Obama,"Tappi, North Waziristan, Pakistan","32.946490,70.147068",32.946490,70.147068,4,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
YEM215,Yemen,02-15-2016,Obama,"Lahij, Yemen","13.057841,44.883283",13.057841,44.883283,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG168,Afghanistan ,02-15-2016,Obama,"Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",34.118171,70.752529,15,15,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,
Ob4,Pakistan,02-16-2009,Obama,"Sur Pul, Kurram Agency, Pakistan","33.695975,70.336069",33.695975,70.336069,18,31,0,0,0,0,3,0,31,,,,,,,,,,,,,,,,,,,
Ob262,Pakistan,02-16-2012,Obama,"Miranshah, North Waziristan, Pakistan","32.956928,70.169394",32.956928,70.169394,5,6,0,0,0,0,4,0,6,,,,,,,,,,,,,,,,,,,
Ob263,Pakistan,02-16-2012,Obama,"Jalar Zakar Khel, Mir Ali, North Waziristan, Pakistan","32.854293,70.219997",32.854293,70.219997,8,15,0,0,0,0,3,0,15,,,,,,,,,,,,,,,,,,,
YEM298,Yemen,02-16-2018,Trump,"Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,2,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG443,Afghanistan ,02-16-2018,Trump,"Degal, Chapa Dara, Kunar, Afghanistan","34.920175,70.764423",34.920175,70.764423,7,7,0,0,0,0,0,0,7,,,,,,,,,,,,,,,,,,,
Ob71,Pakistan,02-17-2010,Obama,"Tabbi, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,4,4,0,0,0,0,2,0,4,,,,,,,,,,,,,,,,,,,
AFG169,Afghanistan ,02-17-2016,Obama,"Raghi, Gomal, Paktika, Afghanistan","32.434829,69.001648",32.434829,69.001648,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
Ob72,Pakistan,02-18-2010,Obama,"Danda Darpakhel, North Waziristan, Pakistan","32.990218,70.051802",32.990218,70.051802,3,5,0,0,0,0,4,0,5,,,,,,,,,,,,,,,,,,,
AFG014,Afghanistan ,02-18-2015,Obama,"Fathi Khani, Khogyani, Nangarhar, Afghanistan","34.229212,70.193208",34.229212,70.193208,8,8,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
AFG170,Afghanistan ,02-18-2016,Obama,"Raghi, Gomal, PAktika, Afghanistan","32.434829,69.001648",32.434829,69.001648,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
AFG317,Afghanistan ,02-19-2017,Trump,"Nawa, Ghazni, Afghanistan","32.402668,67.856978",32.402668,67.856978,1,1,0,0,0,0,2,0,1,,,,,,,,,,,,,,,,,,,
SOM085,Somalia,02-19-2018,Trump,"Jilib, Middle Juba Region, Somalia","0.491919,42.778436",0.491919,42.778436,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
Ob191,Pakistan,02-20-2011,Obama,"Kazha Punga, South Waziristan","32.272222,69.440277",32.272222,69.440277,6,8,0,0,0,0,2,0,8,,,,,,,,,,,,,,,,,,,
YEM182,Yemen,02-20-2015,Obama,"Al Houta, Shabwa, Yemen","13.057841,44.883283",13.057841,44.883283,2,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG318,Afghanistan ,02-20-2017,Trump,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,12,12,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,
Ob192,Pakistan,02-21-2011,Obama,"Malik Jashdar, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,7,14,0,11,0,0,10,0.785714286,3,,,,,,,,,,,,,,,,,,,
SOM086,Somalia,02-21-2018,Trump,"Jamaame, Lower Juba region, Somalia","0.066852,42.744257",0.066852,42.744257,4,5,0,2,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
Ob372,Pakistan,02-22-2016,Obama,"Shahidano Dhand, Lower Kurram, Kurram Agency, Pakistan","33.559103,70.288452",33.559103,70.288452,4,5,0,0,0,0,1,0,5,,,,,,,,,,,,,,,,,,,
AFG171,Afghanistan ,02-22-2016,Obama,"Pekha Khwar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,22,25,0,0,0,0,0,0,25,,,,,,,,,,,,,,,,,,,
AFG172,Afghanistan ,02-22-2016,Obama,"Dand e Ghori, Pul-e-Khumri, Baghlan, Afghanistan","35.943802,68.709535",35.943802,68.709535,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG444,Afghanistan ,02-22-2018,Trump,"Barmal, Paktika, Afghanistan","32.715659,69.281793",32.715659,69.281793,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
AFG319,Afghanistan ,02-23-2017,Trump,"Umomi Bagh, Garamser, Helmand, Afghanistan","31.132511,64.212898",31.132511,64.212898,11,11,0,0,0,0,0,0,11,,,,,,,,,,,,,,,,,,,
Ob73,Pakistan,02-24-2010,Obama,"Darga Mandi, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,5,13,5,6,1,1,6,0.461538462,6,,,,,,,,,,,,,,,,,,,
Ob193,Pakistan,02-24-2011,Obama,"Mohammad Khel, North Waziristan, Pakistan","32.957056,69.885054",32.957056,69.885054,4,7,0,0,0,0,3,0,7,,,,,,,,,,,,,,,,,,,
SOM015,Somalia,02-24-2012,Obama,"Lower Shabelle, Somalia","1.876645,44.247901",1.876645,44.247901,3,7,0,1,0,0,0,0.142857143,6,,,,,,,,,,,,,,,,,,,
AFG173,Afghanistan ,02-26-2016,Obama,"Dadul, Gomal, Paktika, Afghanistan","32.434829,69.001648",32.434829,69.001648,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
AFG320,Afghanistan ,02-26-2017,Trump,"Dashti Archi, Kunduz, Afghanistan","37.122858,69.158119",37.122858,69.158119,5,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
SOM087,Somalia,02-26-2018,Trump,"Jilib, Middle Juba Region, Somalia","0.491919,42.778436",0.491919,42.778436,2,2,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,
AFG321,Afghanistan ,02-27-2017,Trump,"Sangini, Charparhar, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,2,2,0,0,0,0,3,0,2,,,,,,,,,,,,,,,,,,,
B13,Pakistan,02-28-2008,Bush,"Azam Warsak, South Waziristan, Pakistan","32.290733,69.428547",32.290733,69.428547,10,13,0,0,0,0,6,0,13,,,,,,,,,,,,,,,,,,,
YEM183,Yemen,02-28-2015,Obama,"Bihan region, Shabwa, Yemen","14.797618,45.718941",14.797618,45.718941,3,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
AFG174,Afghanistan ,02-28-2016,Obama,"Mamand Dara and Pekha, Achin, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,7,9,0,0,0,0,0,0,9,,,,,,,,,,,,,,,,,,,
AFG322,Afghanistan ,02-28-2017,Trump,Unknown,Unknown,#VALUE!,#VALUE!,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM299,Yemen,02-28-2018,Trump,Unknown,Unknown,#VALUE!,#VALUE!,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
YEM216,Yemen,02-29-2016,Obama,"Hadramout, Yemen","16.930413,49.365314",16.930413,49.365314,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
Ob5,Pakistan,03-01-2009,Obama,"Sararogha, South Waziristan, Pakistan","32.474231,70.002675",32.474231,70.002675,3,12,0,0,0,0,1,0,12,,,,,,,,,,,,,,,,,,,
YEM184,Yemen,03-01-2015,Obama,"Markha district, Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,2,3,0,0,0,0,3,0,3,,,,,,,,,,,,,,,,,,,
AFG323,Afghanistan ,03-01-2017,Trump,"Chaknoro, Lal Pura, Nangarhar, Afghanistan","34.354216,70.954680",34.354216,70.954680,6,6,0,0,0,0,1,0,6,,,,,,,,,,,,,,,,,,,
YEM152,Yemen,03-02-2014,Obama,"Shabwan, Marib, Yemen","15.515888,45.449806",15.515888,45.449806,2,3,0,0,0,0,2,0,3,,,,,,,,,,,,,,,,,,,
YEM262,Yemen,03-02-2017,Trump,"Central Yemen, Yemen","15.552727,48.516388",15.552727,48.516388,2,12,0,0,0,0,0,0,12,,,,,,,,,,,,,,,,,,,
T001,Pakistan,03-02-2017,Trump,"Kurram Agency, Pakistan","33.695975,70.336069",33.695975,70.336069,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
SOM006,Somalia,03-03-2008,Bush,"Dhobley, Somalia","5.152149,46.199615",5.152149,46.199615,0,6,0,4,0,0,3,0.666666667,2,,,,,,,,,,,,,,,,,,,
YEM153,Yemen,03-03-2014,Obama,"Mahfed, Abyan, Yemen","14.061619,46.914966",14.061619,46.914966,1,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,
YEM154,Yemen,03-03-2014,Obama,"Radhum, Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,2,4,0,0,0,0,2,0,4,,,,,,,,,,,,,,,,,,,
YEM263,Yemen,03-03-2017,Trump,"Yemen, Yemen","15.552727,48.516388",15.552727,48.516388,1,8,0,0,0,0,0,0,8,,,,,,,,,,,,,,,,,,,
YEM217,Yemen,03-04-2016,Obama,"Radhum, Shabwa, Yemen","14.754630,46.516261",14.754630,46.516261,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
YEM264,Yemen,03-04-2017,Trump,"Ahwar, Abyan, Yemen","13.521919,46.711592",13.521919,46.711592,2,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,
YEM155,Yemen,03-05-2014,Obama,"Khalek, Jawf, Yemen","16.790181,45.299386",16.790181,45.299386,2,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
SOM031,Somalia,03-05-2016,Obama,"Raso Camp, Hiraaan, Somalia","5.152149,46.199615",5.152149,46.199615,150,200,0,0,0,0,0,0,200,,,,,,,,,,,,,,,,,,,
AFG175,Afghanistan ,03-05-2016,Obama,"Mamond Dara, Achin, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,15,15,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,
YEM300,Yemen,03-05-2018,Trump,"Hadramout, Yemen","16.930413,49.365314",16.930413,49.365314,1,4,0,1,0,1,0,0.25,2,,,,,,,,,,,,,,,,,,,
YEM265,Yemen,03-06-2017,Trump,Unknown,Unknown,#VALUE!,#VALUE!,7,11,0,2,0,2,0,0.181818182,7,,,,,,,,,,,,,,,,,,,
YEM301,Yemen,03-07-2018,Trump,"Al Hudhi, Hadramout, Yemen","15.217020,43.070475",15.217020,43.070475,1,1,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG445,Afghanistan ,03-07-2018,Trump,"Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,12,21,0,1,0,1,0,0.047619048,19,,,,,,,,,,,,,,,,,,,
Ob74,Pakistan,03-08-2010,Obama,"Miram Shah, North Waziristan, Pakistan","32.956928,70.169394",32.956928,70.169394,9,9,0,0,0,0,2,0,9,,,,,,,,,,,,,,,,,,,
Ob194,Pakistan,03-08-2011,Obama,"Landidog, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,2,5,0,5,0,0,2,1,0,,,,,,,,,,,,,,,,,,,
SOM032,Somalia,03-08-2016,Obama,"Awdhegle, Lower Shabelle, Somalia","1.980536,44.833004",1.980536,44.833004,19,19,0,0,0,0,0,0,19,,,,,,,,,,,,,,,,,,,
YEM302,Yemen,03-08-2018,Trump,"Hadramout, Yemen","16.930413,49.365314",16.930413,49.365314,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG446,Afghanistan ,03-08-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Ob195,Pakistan,03-09-2011,Obama,"Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,5,5,0,0,0,0,2,0,5,,,,,,,,,,,,,,,,,,,
Ob264,Pakistan,03-09-2012,Obama,"Shaktoi Mandao, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,4,15,0,0,0,0,0,0,15,,,,,,,,,,,,,,,,,,,
Ob265,Pakistan,03-09-2012,Obama,"Nishpa, South Waziristan, Pakistan","32.662340,70.043242",32.662340,70.043242,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
YEM039,Yemen,03-09-2012,Obama,"Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,23,34,2,2,0,0,0,0.058823529,32,,,,,,,,,,,,,,,,,,,
AFG324,Afghanistan ,03-09-2017,Trump,"Lam, Between Nish and Khakriz districts, Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,20,20,0,0,0,0,0,0,20,,,,,,,,,,,,,,,,,,,
YEM303,Yemen,03-09-2018,Trump,"Al Abr, Hadramout, Yemen","16.133333,47.233333",16.133333,47.233333,6,6,0,6,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
AFG447,Afghanistan ,03-09-2018,Trump,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Ob75,Pakistan,03-10-2010,Obama,"Mizar Madakhel, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,7,8,0,0,0,0,12,0,8,,,,,,,,,,,,,,,,,,,
Ob76,Pakistan,03-10-2010,Obama,"Mizar Madakhel, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,7,7,4,7,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
YEM040,Yemen,03-10-2012,Obama,"Jaar and Zinjibar, Abyan, Yemen","13.216737,45.306426",13.216737,45.306426,24,24,0,0,0,0,0,0,24,,,,,,,,,,,,,,,,,,,
Ob314,Pakistan,03-10-2013,Obama,"Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,1,3,0,0,0,0,1,0,3,,,,,,,,,,,,,,,,,,,
YEM156,Yemen,03-10-2014,Obama,"Wadi Abida, Marib, Yemen","15.470031,45.322857",15.470031,45.322857,1,4,0,1,0,1,0,0.25,2,,,,,,,,,,,,,,,,,,,
AFG016,Afghanistan ,03-10-2015,Obama,"Mamond, Achin, Nangarhar, Afghanistan","34.215777,71.026004",34.215777,71.026004,6,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
Ob197,Pakistan,03-11-2011,Obama,"Ghoroski, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,4,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
Ob196,Pakistan,03-11-2011,Obama,"Khesoor, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,4,12,5,5,0,0,0,0,7,,,,,,,,,,,,,,,,,,,
YEM041,Yemen,03-11-2012,Obama,"Jebel Khanfar, Abyan, Yemen","13.634341,46.056321",13.634341,46.056321,3,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
AFG017,Afghanistan ,03-11-2015,Obama,"Sarakani, Kunar, Afghanistan","34.801712,71.216142",34.801712,71.216142,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG448,Afghanistan ,03-11-2018,Trump,"Kandahar, Afghanistan","31.628871,65.737174",31.628871,65.737174,0,25,0,0,0,0,0,0,25,,,,,,,,,,,,,,,,,,,
Ob6,Pakistan,03-12-2009,Obama,"Barjo, Kurram Agency, Pakistan","33.695975,70.336069",33.695975,70.336069,14,26,0,0,0,0,9,0,26,,,,,,,,,,,,,,,,,,,
YEM157,Yemen,03-12-2014,Obama,"Khab Wal Saaf, Jawf, Yemen","16.714858,44.875452",16.714858,44.875452,2,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
SOM024,Somalia,03-12-2015,Obama,"Abaq Xaluul village, Baardheere, Gedo region, Somalia","2.339046,42.288005",2.339046,42.288005,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
SOM088,Somalia,03-12-2018,Trump,"Kamsuuma, Lower Juba region, Somalia","0.251742,42.779946",0.251742,42.779946,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Ob198,Pakistan,03-13-2011,Obama,"Azam Warsak, South Waziristan, Pakistan","32.290733,69.428547",32.290733,69.428547,0,4,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,
Ob199,Pakistan,03-13-2011,Obama,"Ishar Morr area, Qutab Khel, Miranshah, North Waziristan, Pakistan","32.956928,70.169394",32.956928,70.169394,4,7,0,0,0,0,5,0,7,,,,,,,,,,,,,,,,,,,
YEM042,Yemen,03-13-2012,Obama,"Bayda, Yemen","13.988914,45.577100",13.988914,45.577100,4,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
Ob266,Pakistan,03-13-2012,Obama,"Wagdalai, Tehsil Birmal, South Waziristan, Pakistan","32.378567,69.430782",32.378567,69.430782,6,8,0,0,0,0,2,0,8,,,,,,,,,,,,,,,,,,,
Ob267,Pakistan,03-13-2012,Obama,"Shawa, North/South Waziristan, Pakistan","32.678757,69.829959",32.678757,69.829959,6,7,0,0,0,0,3,0,7,,,,,,,,,,,,,,,,,,,
AFG018,Afghanistan ,03-13-2015,Obama,"Lal Pura, Nangarhar, Afghanistan","34.354216,70.954680",34.354216,70.954680,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
AFG325,Afghanistan ,03-13-2017,Trump,"Ghazni, Afghanistan","33.5484025,68.4032319",33.5484025,68.4032319,3,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
SOM089,Somalia,03-13-2018,Trump,"Jamecco, Middle Shabelle, Somalia","2.925024,45.903968",2.925024,45.903968,12,12,0,0,0,0,15,0,12,,,,,,,,,,,,,,,,,,,
YEM009,Yemen,03-14-2010,Obama,"Jeezat al Qotn, Moudia district, Abyan, Yemen","15.840860,48.483723",15.840860,48.483723,2,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,
Ob200,Pakistan,03-14-2011,Obama,"Malik Jashdar, North Waziristan, Pakistan","32.943065,69.955033",32.943065,69.955033,3,6,0,0,0,0,0,0,6,,,,,,,,,,,,,,,,,,,
Ob7,Pakistan,03-15-2009,Obama,"Jani Khel, Bannu Frontier Region, Pakistan","32.800938,70.508644",32.800938,70.508644,2,6,0,0,0,0,3,0,6,,,,,,,,,,,,,,,,,,,
YEM010,Yemen,03-15-2010,Obama,"Moudia, Abyan, Yemen","13.634341,46.056321",13.634341,46.056321,7,20,0,20,0,0,0,1,0,,,,,,,,,,,,,,,,,,,
B14,Pakistan,03-16-2008,Bush,"Dhook Pir Bagh, South Waziristan, Pakistan","32.320237,69.859740",32.320237,69.859740,18,20,0,4,0,0,5,0.2,16,,,,,,,,,,,,,,,,,,,
Ob77,Pakistan,03-16-2010,Obama,"Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,7,11,0,0,0,0,2,0,11,,,,,,,,,,,,,,,,,,,
Ob201,Pakistan,03-16-2011,Obama,"Datta Khel, North Waziristan, Pakistan","33.150049,70.433361",33.150049,70.433361,3,5,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,
