Strike ID,Country,Date (MM-DD-YYYY),President,Village/local area,District,Province,"Village/Local Area, District, Province, Country",Lat/Long of Location ,"Modified Location 
when Applicable","Lat/Long of Modified Location 
when Applicable ",Most Specific Location,Most Specific Lat/Long,,,Type of attack,Reportedly drone?,US confirmed?,US only source?,"Counter-
terrorism, force protection or strategic effects?",Reported target group?,Time,Reported target type,Minimum strikes,Maximum strikes,Minimum total people killed,Maximum total people killed,Minimum civilians reported killed,Maximum civilians reported killed,Minimum children reported killed,Maximum children reported killed,Minimum reported injured,Maximum reported injured,Strike link,Timeline URL,Index
AFG236,Afghanistan ,07-15-2016,Obama,Reg Shahidan,Maiwand,Helmand,"Reg Shahidan, Maiwand, Helmand, Afghanistan","31.363647,63.958611",,,"Reg Shahidan, Maiwand, Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,US strike,1,0,0,-,Taliban/smugglers,Night,Vehicles,1,1,30,30,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#242,,242
AFG237,Afghanistan ,07-16-2016,Obama,Spin Zaea,Nazyano,Nangarhar,"Spin Zaea, Nazyano, Nangarhar, Afghanistan","34.171831,70.621679",,,"Spin Zaea, Nazyano, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,Late,-,1,1,15,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#243,,243
AFG238,Afghanistan ,07-16-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,Hideout,1,1,6,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#244,,244
AFG239,Afghanistan ,07-19-2016,Obama,Sangin,Sangin,Helmand,"Sangin, Sangin, Helmand, Afghanistan","32.071099,64.852586",,,"Sangin, Sangin, Helmand, Afghanistan","32.071099,64.852586",32.071099,64.852586,US strike,0,1,1,-,Taliban,-,-,2,2,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#245,,245
AFG240,Afghanistan ,07-19-2016,Obama,Bandar,Achin,Nangarhar,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Bandar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,Night,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#246,,246
AFG241,Afghanistan ,07-20-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,Taliban,-,-,1,1,15,15,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#247,,247
AFG242,Afghanistan ,07-23-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,Night,-,1,1,8,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#249,,249
AFG243,Afghanistan ,07-23-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,0,1,1,CT,ISIS,-,-,2,2,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#250,,250
AFG244,Afghanistan ,07-26-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,0,1,0,CT,ISIS,-,-,1,1,1,1,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#255,,255
AFG245,Afghanistan ,07-27-2016,Obama,Pekhi Kali,Achin,Nangarhar,"Pekhi Kali, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Pekhi Kali, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,-,Hideout,1,1,6,6,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#251,,251
AFG246,Afghanistan ,07-27-2016,Obama,Milwa Kand,Nazian,Nangarhar,"Milwa Kand, Nazian, Nangarhar, Afghanistan","34.171831,70.621679",,,"Milwa Kand, Nazian, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,-,Hideout,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#252,,252
AFG247,Afghanistan ,07-31-2016,Obama,Unknown,Unknown,Unknown,"Unknown, Unknown, Unknown, Afghanistan",Unknown,Unknown,,Unknown,Unknown ,#VALUE!,#VALUE!,US strike,0,1,1,-,-,-,-,63,63,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#298,,298
AFG248,Afghanistan ,08-01-2016,Obama,Zarghoon village,Nad Ali,Helmand,"Zarghoon village, Nad Ali, Helmand, Afghanistan","31.664217,64.266149",,,"Zarghoon village, Nad Ali, Helmand, Afghanistan","31.664217,64.266149",31.664217,64.266149,US strike,1,0,0,-,Taliban,Night,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#253,,253
AFG249,Afghanistan ,08-11-2016,Obama,Unknown,Unknown,Helmand,"Unknown, Unknown, Helmand, Afghanistan","31.363647,63.958611",,,"Helmand, Afghanistan","31.363647,63.958611",31.363647,63.958611,US strike,1,1,0,-,-,-,-,25,25,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#254,,254
AFG250,Afghanistan ,08-12-2016,Obama,Unknown,Khoshamand,Paktika,"Unknown, Khoshamand, Paktika, Afghanistan","32.264538,68.524714",,,"Khoshamand, Paktika, Afghanistan","32.264538,68.524714",32.264538,68.524714,US strike,1,0,0,-,Taliban,-,House,1,1,20,25,0,5,0,4,25,25,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#256,,256
AFG251,Afghanistan ,08-13-2016,Obama,Pekha,Achin,Nangarhar,"Pekha, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Pekha, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,Night,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#257,,257
AFG252,Afghanistan ,08-22-2016,Obama,Unknown,Kot,Nangarhar,"Unknown, Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,1,0,0,-,ISIS,-,-,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#260,,260
AFG253,Afghanistan ,08-24-2016,Obama,Unknown,Unknown,Kunduz,"Unknown, Unknown, Kunduz, Afghanistan","36.728590,68.868066",,,"Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,0,1,1,-,-,-,-,10,10,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#261,,261
AFG254,Afghanistan ,08-25-2016,Obama,Unknown,Nad Ali,Helmand,"Unknown, Nad Ali, Helmand, Afghanistan","31.664217,64.266149",,,"Nad Ali, Helmand, Afghanistan","31.664217,64.266149",31.664217,64.266149,US strike,1,1,0,-,Taliban,Night,Taliban HQ and bomb making factory or prison,2,2,24,32,0,8,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#258,,258
AFG255,Afghanistan ,08-29-2016,Obama,Unknown,Jani Khil,Paktia,"Unknown, Jani Khil, Paktia, Afghanistan","33.633852,69.835915",,,"Jani Khil, Paktia, Afghanistan","33.633852,69.835915",33.633852,69.835915,US strike,1,1,0,SE,Taliban,-,-,4,4,8,120,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#259,,259
AFG256,Afghanistan ,08-30-2016,Obama,Unknown,Lal Pura,Nangarhar,"Unknown, Lal Pura, Nangarhar, Afghanistan","34.354216,70.954680",,,"Lal Pura, Nangarhar, Afghanistan","34.354216,70.954680",34.354216,70.954680,US strike,0,0,0,-,Taliban,-,-,1,1,6,6,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#262,,262
AFG257,Afghanistan ,08-31-2016,Obama,Unknown,Deh Bala,Nangarhar,"Unknown, Deh Bala, Nangarhar, Afghanistan","34.092630,70.469224",,,"Deh Bala, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,0,0,0,-,ISIS,-,-,8,8,17,17,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#263,,263
AFG258,Afghanistan ,08-31-2016,Obama,Unknown,Unknown,Unknown,"Unknown, Unknown, Unknown, Afghanistan",Unknown,Unknown,,Unknown,Unknown,#VALUE!,#VALUE!,US strike,0,1,1,-,-,-,-,26,26,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#266,,266
AFG259,Afghanistan ,09-02-2016,Obama,Keen Kalai,Spera,Khost,"Keen Kalai, Spera, Khost, Afghanistan","32.8078448,68.6456967","Spera, Khost, Afghanistan",,"Spera, Khost, Afghanistan","32.8078448,68.6456967",32.8078448,68.6456967,US strike,0,0,0,-,Haqqani,10:00,-,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#264,,264
AFG260,Afghanistan ,09-09-2016,Obama,Tarin Kot,Tarin Kot,Uruzgan,"Tarin Kot, Tarin Kot, Uruzgan, Afghanistan","32.666404,65.903629",,,"Tarin Kot, Tarin Kot, Uruzgan, Afghanistan","32.666404,65.903629",32.666404,65.903629,US strike,0,0,0,SE,-,-,-,3,3,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#267,,267
AFG261,Afghanistan ,09-10-2016,Obama,Qarya e Surkh,Khak e Safid,Farah,"Qarya e Surkh, Khak e Safid, Farah, Afghanistan","32.677851,61.981391",,,"Qarya e Surkh, Khak e Safid, Farah, Afghanistan","32.677851,61.981391",32.677851,61.981391,US strike,1,0,0,-,-,Night,Militant hideout,1,1,4,4,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#265,,265
AFG262,Afghanistan ,09-17-2016,Obama,Unknown,Unknown,Uruzgan,"Unknown, Unknown, Uruzgan, Afghanistan","32.927128,66.141526",,,"Uruzgan, Afghanistan","32.927128,66.141526",32.927128,66.141526,US strike,0,1,1,5 SE 1 CT,-,-,-,6,6,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#269,,269
AFG263,Afghanistan ,09-18-2016,Obama,Saki,Tarin Kot,Uruzgan,"Saki, Tarin Kot, Uruzgan, Afghanistan","32.666404,65.903629",,,"Saki, Tarin Kot, Uruzgan, Afghanistan","32.666404,65.903629",32.666404,65.903629,US strike,0,1,0,FP,-,Night,-,2,2,7,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#268,,268
AFG264,Afghanistan ,09-22-2016,Obama,Dastandar,Kot,Nangarhar,"Dastandar, Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Dastandar, Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,0,0,0,-,-,Night,Vehicle,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#270,,270
AFG265,Afghanistan ,09-22-2016,Obama,Spinajai,Nazyan,Nangarhar,"Spinajai, Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",,,"Spinajai, Nazyan, Nangarhar, Afghanistan","34.118171,70.752529",34.118171,70.752529,US strike,0,0,0,-,ISIS,Night,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#271,,271
AFG266,Afghanistan ,09-22-2016,Obama,Tawar Tangi,Hesarak,Nangarhar,"Tawar Tangi, Hesarak, Nangarhar, Afghanistan","34.283562,69.883565",,,"Tawar Tangi, Hesarak, Nangarhar, Afghanistan","34.283562,69.883565",34.283562,69.883565,US strike,0,0,0,-,Taliban,Night,-,1,1,18,18,0,0,0,0,6,6,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#272,,272
AFG267,Afghanistan ,09-24-2016,Obama,Unknown,Bermal,Paktika,"Unknown, Bermal, Paktika, Afghanistan","32.746111,69.297777",,,"Bermal, Paktika, Afghanistan","32.746111,69.297777",32.746111,69.297777,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#273,,273
AFG268,Afghanistan ,09-25-2016,Obama,Unknown,Bermal,Paktika,"Unknown, Bermal, Paktika, Afghanistan","32.746111,69.297777",,,"Bermal, Paktika, Afghanistan","32.746111,69.297777",32.746111,69.297777,US strike,0,1,1,-,-,-,-,1,1,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#274,,274
AFG269,Afghanistan ,09-28-2016,Obama,Unknown,Achin,Nangarhar,"Unknown, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,1,0,CT,ISIS,3:00,House,1,1,18,21,15,15,0,0,13,27,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#275,,275
AFG270,Afghanistan ,09-30-2016,Obama,Unknown,Unknown,Unknown,"Unknown, Unknown, Unknown, Afghanistan",Unknown,Unknown,,Unknown,Unknown,#VALUE!,#VALUE!,US strike,0,1,1,-,-,-,-,121,121,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#277,,277
AFG271,Afghanistan ,10-03-2016,Obama,Unknown,Kunduz city,Kunduz,"Unknown, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",,,"Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,0,1,1,-,Taliban,-,-,12,12,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#278,,278
AFG272,Afghanistan ,10-03-2016,Obama,Unknown,Nawa-i-Barakzayi,Helmand,"Unknown, Nawa-i-Barakzayi, Helmand, Afghanistan","31.477710,64.289821",,,"Nawa-i-Barakzayi, Helmand, Afghanistan","31.477710,64.289821",31.477710,64.289821,"US air operation with use of drone, F16 jets and Apache helicopter",1,1,0,-,Taliban,-,-,3,3,12,12,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#280,,280
AFG273,Afghanistan ,10-04-2016,Obama,Abdul Khel,Achin,Nangarhar,"Abdul Khel, Achin, Nangarhar, Afghanistan","34.053888,70.696111",,,"Abdul Khel, Achin, Nangarhar, Afghanistan","34.053888,70.696111",34.053888,70.696111,US strike,1,0,0,-,ISIS,-,-,1,1,13,13,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#276,,276
AFG274,Afghanistan ,10-08-2016,Obama,Unknown,Achin and Deh Bala,Nangarhar,"Unknown, Achin and Deh Bala, Nangarhar, Afghanistan","34.092630,70.469224",,,"Achin and Deh Bala, Nangarhar, Afghanistan","34.092630,70.469224",34.092630,70.469224,US strike,0,1,1,-,-,-,-,6,6,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#279,,279
AFG275,Afghanistan ,10-17-2016,Obama,Unknown,Farah and Bakwah,Farah,"Unknown, Farah and Bakwah, Farah, Afghanistan","32.230824,62.920591",,,"Farah and Bakwah, Farah, Afghanistan","32.230824,62.920591",32.230824,62.920591,US strike,0,1,0,FP,Taliban,-,-,6,6,70,70,0,0,0,0,30,30,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#281,,281
AFG276,Afghanistan ,10-19-2016,Obama,Unknown,Seyagerd,Parwan,"Unknown, Seyagerd, Parwan, Afghanistan","34.963097,68.810884",,,"Seyagerd, Parwan, Afghanistan","34.963097,68.810884",34.963097,68.810884,US strike,1,0,0,-,Taliban,-,-,1,1,8,8,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#282,,282
AFG277,Afghanistan ,10-22-2016,Obama,Koz-Pachir village,Pachiragam,Nangarhar,"Koz-Pachir village, Pachiragam, Nangarhar, Afghanistan","34.074090,70.288452",,,"Koz-Pachir village, Pachiragam, Nangarhar, Afghanistan","34.074090,70.288452",34.074090,70.288452,US strike,1,1,0,-,-,Before noon,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#283,,283
AFG278,Afghanistan ,10-23-2016,Obama,Unknown,Unknown,Kunduz,"Unknown, Unknown, Kunduz, Afghanistan","36.728590,68.868066",,,"Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,1,1,0,CT,al Qaeda,-,command-and-control locations,1,1,3,3,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#284,,284
AFG279,Afghanistan ,10-28-2016,Obama,Unknown,Sherzad,Nangarhar,"Unknown, Sherzad, Nangarhar, Afghanistan","34.273230,70.074131",,,"Sherzad, Nangarhar, Afghanistan","34.273230,70.074131",34.273230,70.074131,US strike,0,1,0,FP,Taliban,-,House,1,1,2,4,2,4,0,0,0,30,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#285,,285
AFG280,Afghanistan ,10-28-2016,Obama,Aligal village,Ghaziabad,Kunar,"Aligal village, Ghaziabad, Kunar, Afghanistan","34.846589,71.097316",,,"Aligal village, Ghaziabad, Kunar, Afghanistan","34.846589,71.097316",34.846589,71.097316,US strike,1,0,0,-,Insurgents,Late,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#286,,286
AFG281,Afghanistan ,10-30-2016,Obama,Janjal Shaga and Shaistagar,Achin,Nangarhar,"Janjal Shaga and Shaistagar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Janjal Shaga and Shaistagar, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US helicopter strikes,0,0,0,-,ISIS,Night,Heavy machine gun destroyed,2,2,11,11,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#287,,287
AFG282,Afghanistan ,10-31-2016,Obama,Unknown,Dangam and Ghaziabad,Kunar,"Unknown, Dangam and Ghaziabad, Kunar, Afghanistan","35.002193,71.406187",,,"Dangam and Ghaziabad, Kunar, Afghanistan","35.002193,71.406187",35.002193,71.406187,US strike,0,0,0,-,Insurgents,-,-,2,2,9,9,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#288,,288
AFG283,Afghanistan ,10-31-2016,Obama,Unknown,Unknown,Unknown,"Unknown, Unknown, Unknown, Afghanistan",Unknown,Unknown,,Unknown,Unknown,#VALUE!,#VALUE!,US strike,0,1,1,-,-,-,-,138,138,0,0,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#296,,296
AFG284,Afghanistan ,11-03-2016,Obama,Boz village,Kunduz city,Kunduz,"Boz village, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",,,"Boz village, Kunduz city, Kunduz, Afghanistan","36.728590,68.868066",36.728590,68.868066,US strike,0,1,0,FP,-,Early morning,Civilian houses,2,2,58,59,32,33,20,20,53,62,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#289,,289
AFG285,Afghanistan ,11-04-2016,Obama,Diwal-i-Surkh,Khak e Safid,Farah,"Diwal-i-Surkh, Khak e Safid, Farah, Afghanistan","32.677851,61.981391",,,"Diwal-i-Surkh, Khak e Safid, Farah, Afghanistan","32.677851,61.981391",32.677851,61.981391,US strike,1,0,0,-,Taliban,Afternoon,-,1,1,5,5,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#290,,290
AFG286,Afghanistan ,11-09-2016,Obama,Mamandara area,Achin,Nangarhar,"Mamandara area, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Mamandara area, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,Taliban and Isis,Late night,-,1,2,11,14,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#291,,291
AFG287,Afghanistan ,11-11-2016,Obama,Mamandara and Moragi areas,Achin,Nangarhar,"Mamandara and Moragi areas, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Mamandara and Moragi areas, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,0,0,0,-,ISIS,Overnight,-,2,2,13,14,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#293,,293
AFG288,Afghanistan ,11-12-2016,Obama,Lataband area,Achin,Nangarhar,"Lataband area, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Lataband area, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,Late night,-,1,1,13,13,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#292,,292
AFG289,Afghanistan ,11-18-2016,Obama,Lagharjoi area,Kot,Nangarhar,"Lagharjoi area, Kot, Nangarhar, Afghanistan","34.263148,70.788209",,,"Lagharjoi area, Kot, Nangarhar, Afghanistan","34.263148,70.788209",34.263148,70.788209,US strike,1,0,0,-,ISIS,Late night,-,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#293,,293
AFG290,Afghanistan ,11-19-2016,Obama,Shah Karez,Zumat,Paktia,"Shah Karez, Zumat, Paktia, Afghanistan","33.706199,69.383107",,,"Shah Karez, Zumat, Paktia, Afghanistan","33.706199,69.383107",33.706199,69.383107,US strike,1,0,0,-,Taliban,-,-,1,1,1,1,0,0,0,0,2,2,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#294,,294
AFG291,Afghanistan ,11-20-2016,Obama,Mamandari,Achin,Nangarhar,"Mamandari, Achin, Nangarhar, Afghanistan","34.08218,70.667034",,,"Mamandari, Achin, Nangarhar, Afghanistan","34.08218,70.667034",34.08218,0.667034,US strike,1,0,0,-,ISIS,Late night,-,1,1,2,2,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#295,,295
AFG292,Afghanistan ,11-27-2016,Obama,Gorgori,Haska Mena,Nangarhar,"Gorgori, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",,,"Gorgori, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,11:00 or afternoon,-,1,1,7,7,0,0,0,0,3,3,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#297,,297
AFG293,Afghanistan ,12-01-2016,Obama,Langari,Haska Mena,Nangarhar,"Langari, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",,,"Langari, Haska Mena, Nangarhar, Afghanistan","34.171831,70.621679",34.171831,70.621679,US strike,1,0,0,-,ISIS,Late,Hideout,1,1,7,7,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#298,,298
AFG294,Afghanistan ,12-15-2016,Obama,Kharga,Haska Mena,Nangarhar,"Kharga, Haska Mena, Nangarhar, Afghanistan","34.3765144,69.7664802",,,"Kharga, Haska Mena, Nangarhar, Afghanistan","34.3765144,69.7664802",34.3765144,69.7664802,US strike,1,0,0,-,ISIS,-,-,1,1,4,6,0,0,0,0,0,0,https://www.thebureauinvestigates.com/2016/01/07/get-the-data-a-list-of-us-air-and-drone-strikes-afghanistan-2016/#299,,299
